"Number","SpeciesName","VenacularName","TaxonName","TaxonAuthor","TaxonType"
"24008","Setaria pumila (Poir.) Roem. & Schult.","Rote Borstenhirse","Setaria pumila","(Poir.) Roem. & Schult.","plant"
"13106","Setaria verticillata var. ambigua (Guss.) Parl.","Truegerische Borstenhirse","Setaria verticillata var. ambigua","(Guss.) Parl.","plant"
"13109","Setaria verticillata var. verticillata (L.) P. Beauv.","Gewoehnliche Quirlige Borstenhirse","Setaria verticillata var. verticillata","(L.) P. Beauv.","plant"
"5568","Setaria viridis (L.) P. Beauv.","Gruene Borstenhirse","Setaria viridis","(L.) P. Beauv.","plant"
"5569","Sherardia arvensis L.","Ackerroete","Sherardia arvensis","L.","plant"
"5570","Sibbaldia procumbens L.","Alpen-Gelbling","Sibbaldia procumbens","L.","plant"
"7406","Sigesbeckia serrata DC.","Siegesbeckie","Sigesbeckia serrata","DC.","plant"
"5577","Silaum silaus (L.) Schinz & Thell.","Wiesensilge","Silaum silaus","(L.) Schinz & Thell.","plant"
"5579","Silene acaulis (L.) Jacq. s. str.","Staengelloses Leimkraut","Silene acaulis","(L.) Jacq. s. str.","plant"
"5585","Silene armeria L.","Nelken-Leimkraut","Silene armeria","L.","plant"
"5587","Silene chlorantha (Willd.) Ehrh.","Gruenliches Leimkraut","Silene chlorantha","(Willd.) Ehrh.","plant"
"5589","Silene conica L.","Kegelfruechtiges Leimkraut","Silene conica","L.","plant"
"5592","Silene dioica (L.) Clairv.","Rote Lichtnelke","Silene dioica","(L.) Clairv.","plant"
"24031","Silene flos-cuculi (L.) Clairv.","Kuckucks-Lichtnelke","Silene flos-cuculi","(L.) Clairv.","plant"
"5595","Silene gallica L. , nom. cons. prop. (vide Greuter 1997: Taxon 44: 102-104)","Franzoesisches Leimkraut","Silene gallica","L. , nom. cons. prop. (vide Greuter 1997: Taxon 44: 102-104)","plant"
"7012","Silene latifolia Poir.","Weisse Lichtnelke","Silene latifolia","Poir.","plant"
"22546","Silene latifolia subsp. alba (Mill.) Greuter & Burdet","Weisse Lichtnelke","Silene latifolia subsp. alba","(Mill.) Greuter & Burdet","plant"
"5599","Silene linicola C. C. Gmel.","Flachs-Leimkraut","Silene linicola","C. C. Gmel.","plant"
"5602","Silene nemoralis Waldst. & Kit.","Hain-Leimkraut","Silene nemoralis","Waldst. & Kit.","plant"
"5603","Silene noctiflora L.","Acker-Lichtnelke","Silene noctiflora","L.","plant"
"5606","Silene nutans L.","Nickendes Leimkraut","Silene nutans","L.","plant"
"5610","Silene otites (L.) Wibel","Ohrloeffel-Leimkraut","Silene otites","(L.) Wibel","plant"
"5614","Silene pusilla Waldst. & Kit.","Kleines Leimkraut","Silene pusilla","Waldst. & Kit.","plant"
"5617","Silene rupestris L.","Felsen-Leimkraut","Silene rupestris","L.","plant"
"5623","Silene tatarica (L.) Pers.","Tataren-Leimkraut","Silene tatarica","(L.) Pers.","plant"
"11627","Silene viscaria (L.) Borkh.","Pechnelke","Silene viscaria","(L.) Borkh.","plant"
"5628","Silene viscosa (L.) Pers.","Klebrige Lichtnelke","Silene viscosa","(L.) Pers.","plant"
"5629","Silene vulgaris (Moench) Garcke s. l.","Taubenkropf-Leimkraut","Silene vulgaris","(Moench) Garcke s. l.","plant"
"5632","Silene vulgaris subsp. glareosa (Jord.) Marsden-Jones & Turrill","Kies-Leimkraut","Silene vulgaris subsp. glareosa","(Jord.) Marsden-Jones & Turrill","plant"
"5634","Silene vulgaris subsp. vulgaris s. l.","Gewoehnliches Taubenkropf-Leimkraut","Silene vulgaris subsp. vulgaris","s. l.","plant"
"5640","Sinapis arvensis L.","Acker-Senf","Sinapis arvensis","L.","plant"
"5642","Sisymbrium altissimum L.","Ungarische Rauke","Sisymbrium altissimum","L.","plant"
"5643","Sisymbrium austriacum Jacq.","Oesterreichische Rauke","Sisymbrium austriacum","Jacq.","plant"
"5646","Sisymbrium irio L.","Glanz-Rauke","Sisymbrium irio","L.","plant"
"5647","Sisymbrium loeselii L.","Loesels Rauke","Sisymbrium loeselii","L.","plant"
"5648","Sisymbrium officinale (L.) Scop.","Weg-Rauke","Sisymbrium officinale","(L.) Scop.","plant"
"5649","Sisymbrium orientale L.","Orientalische Rauke","Sisymbrium orientale","L.","plant"
"5652","Sisymbrium strictissimum L.","Steife Rauke","Sisymbrium strictissimum","L.","plant"
"5654","Sisymbrium volgense M. Bieb. ex E. Fourn.","Wolga-Rauke","Sisymbrium volgense","M. Bieb. ex E. Fourn.","plant"
"5655","Sisyrinchium bermudiana L. s. l.","Schmalblaettriges Grasschwertel","Sisyrinchium bermudiana","L. s. l.","plant"
"5656","Sium latifolium L.","Grosser Merk","Sium latifolium","L.","plant"
"5660","Smyrnium perfoliatum L.","Staengelumfassende Gelbdolde","Smyrnium perfoliatum","L.","plant"
"5661","Solanum dulcamara L.","Bittersuesser Nachtschatten","Solanum dulcamara","L.","plant"
"5665","Solanum nigrum L.","Schwarzer Nachtschatten","Solanum nigrum","L.","plant"
"5666","Solanum nigrum subsp. nigrum L.","Gewoehnlicher Schwarzer Nachtschatten","Solanum nigrum subsp. nigrum","L.","plant"
"5667","Solanum nigrum subsp. schultesii (Opiz) Wessely","Haariger Schwarzer Nachtschatten","Solanum nigrum subsp. schultesii","(Opiz) Wessely","plant"
"24094","Solanum physalifolium Rusby","Argentinischer Nachtschatten","Solanum physalifolium","Rusby","plant"
"24096","Solanum physalifolium var. nitidibaccatum (Bitter) Edmonds","Argentinischer Nachtschatten","Solanum physalifolium var. nitidibaccatum","(Bitter) Edmonds","plant"
"5668","Solanum sarachoides Sendtner s. str.","Saracho-Nachtschatten","Solanum sarachoides","Sendtner s. str.","plant"
"6521","Solanum triflorum Nutt.","Gewoehnlicher Saracho-Nachtschatten","Solanum triflorum","Nutt.","plant"
"26623","Solanum villosum Mill. s. l.","Gelbfruechtiger Nachtschatten","Solanum villosum","Mill. s. l.","plant"
"31358","Solanum villosum subsp. alatum (Moench) Emondsi","Rotfruechtiger Nachtschatten","Solanum villosum subsp. alatum","(Moench) Emondsi","plant"
"7023","Solanum villosum subsp. villosum Mill.","Gelbfruechtiger Nachtschatten","Solanum villosum subsp. villosum","Mill.","plant"
"24100","Soldanella alpicola F. K. Mey.","Zwerg-Alpengloeckchen","Soldanella alpicola","F. K. Mey.","plant"
"5670","Soldanella alpina L.","Gewoehnliches Alpengloeckchen","Soldanella alpina","L.","plant"
"7411","Soldanella austriaca Vierh.","Oesterreichisches Alpengloeckchen","Soldanella austriaca","Vierh.","plant"
"5674","Soldanella minima Hoppe s. str.","Winziges Alpengloeckchen","Soldanella minima","Hoppe s. str.","plant"
"5677","Soldanella montana Willd.","Berg-Alpengloeckchen","Soldanella montana","Willd.","plant"
"5679","Solidago canadensis L.","Kanadische Goldrute","Solidago canadensis","L.","plant"
"5680","Solidago gigantea Aiton","Spaete Goldrute","Solidago gigantea","Aiton","plant"
"5681","Solidago graminifolia (L.) Salisb.","Grasblaettrige Goldrute","Solidago graminifolia","(L.) Salisb.","plant"
"5682","Solidago virgaurea L.","Gewoehnliche Goldrute","Solidago virgaurea","L.","plant"
"5683","Solidago virgaurea subsp. minuta (L.) Arcang.","Alpen-Goldrute","Solidago virgaurea subsp. minuta","(L.) Arcang.","plant"
"5684","Solidago virgaurea subsp. virgaurea L.","Gewoehnliche Goldrute","Solidago virgaurea subsp. virgaurea","L.","plant"
"5686","Sonchus arvensis L.","Acker-Gaensedistel","Sonchus arvensis","L.","plant"
"5687","Sonchus arvensis subsp. arvensis L.","Gewoehnliche Acker-Gaensedistel","Sonchus arvensis subsp. arvensis","L.","plant"
"5688","Sonchus arvensis subsp. uliginosus (M. Bieb.) Nyman","Druesenlose Acker-Gaensedistel","Sonchus arvensis subsp. uliginosus","(M. Bieb.) Nyman","plant"
"5690","Sonchus asper (L.) Hill","Raue Gaensedistel","Sonchus asper","(L.) Hill","plant"
"5693","Sonchus oleraceus L.","Kohl-Gaensedistel","Sonchus oleraceus","L.","plant"
"5694","Sonchus palustris L.","Sumpf-Gaensedistel","Sonchus palustris","L.","plant"
"5697","Sorbus aria (L.) Crantz s. str.","Gewoehnliche Mehlbeere","Sorbus aria","(L.) Crantz s. str.","plant"
"5696","Sorbus aria agg.","Artengruppe Gewoehnliche Mehlbeere","Sorbus aria agg.","","plant"
"5700","Sorbus aucuparia L.","Vogelbeere","Sorbus aucuparia","L.","plant"
"5701","Sorbus aucuparia subsp. aucuparia L.","Gewoehnliche Vogelbeere","Sorbus aucuparia subsp. aucuparia","L.","plant"
"5702","Sorbus aucuparia subsp. glabrata (Wimm. & Grab.) Caj.","Gebirgs-Vogelbeere","Sorbus aucuparia subsp. glabrata","(Wimm. & Grab.) Caj.","plant"
"7025","Sorbus badensis Duell","Badische Bastard-Mehlbeere","Sorbus badensis","Duell","plant"
"5703","Sorbus chamaemespilus (L.) Crantz","Zwerg-Mehlbeere","Sorbus chamaemespilus","(L.) Crantz","plant"
"5698","Sorbus danubialis (Jáv.) Kárpáti","Donau-Mehlbeere","Sorbus danubialis","(Jáv.) Kárpáti","plant"
"6937","Sorbus decipiens (Bechst.) Irmisch ex Petz. & Kirchn.","Taeuschende Bastard-Mehlbeere","Sorbus decipiens","(Bechst.) Irmisch ex Petz. & Kirchn.","plant"
"5704","Sorbus domestica L.","Speierling","Sorbus domestica","L.","plant"
"7026","Sorbus franconica Bornm. ex Duell (Sorbus pannonica (?) x S. torminalis)","Fraenkische Bastard-Mehlbeere","Sorbus franconica","Bornm. ex Duell (Sorbus pannonica (?) x S. torminalis)","plant"
"5699","Sorbus graeca (Spach) Lodd. ex Schauer","Griechische Mehlbeere","Sorbus graeca","(Spach) Lodd. ex Schauer","plant"
"7027","Sorbus heilingensis Duell (Sorbus aria s.l. x S. torminalis)","Heilinger Bastard-Mehlbeere","Sorbus heilingensis","Duell (Sorbus aria s.l. x S. torminalis)","plant"
"27705","Sorbus hybrida  L.","","Sorbus hybrida","L.","plant"
"5705","Sorbus intermedia (Ehrh.) Pers.","Schwedische Mehlbeere","Sorbus intermedia","(Ehrh.) Pers.","plant"
"6938","Sorbus latifolia (Lam.) Pers. s. str.","Breitblaettrige Bastard-Mehlbeere","Sorbus latifolia","(Lam.) Pers. s. str.","plant"
"26801","Sorbus latifolia agg. (Sorbus aria agg. l. x S. torminalis)","Artengruppe Bastard-Mehlbeere","Sorbus latifolia agg.","(Sorbus aria agg. l. x S. torminalis)","plant"
"5709","Sorbus mougeotii Soy.-Will. & Godr.","Vogesen-Mehlbeere","Sorbus mougeotii","Soy.-Will. & Godr.","plant"
"7028","Sorbus multicrenata Bornm. ex Duell (Sorbus aria s.l. x S. torminalis)","Vielkerbige Bastard-Mehlbeere","Sorbus multicrenata","Bornm. ex Duell (Sorbus aria s.l. x S. torminalis)","plant"
"7029","Sorbus pannonica Kárpáti","Pannonische Mehlbeere","Sorbus pannonica","Kárpáti","plant"
"7031","Sorbus pseudothuringiaca Duell","Hersbrucker Vogelbeere","Sorbus pseudothuringiaca","Duell","plant"
"7032","Sorbus subcordata Bornm. ex Duell","Arnstaedtere Bastard-Mehlbeere","Sorbus subcordata","Bornm. ex Duell","plant"
"5711","Sorbus torminalis (L.) Crantz","Elsbeere","Sorbus torminalis","(L.) Crantz","plant"
"26806","Sorbus x acutisecta Reuther & O. Schwarz","Spitzwinklige Bastard-Mehlbeere","Sorbus x acutisecta","Reuther & O. Schwarz","plant"
"27265","Sorbus x ambigua Michalet","Filzige Zwerg-Mehlbeere","Sorbus x ambigua","Michalet","plant"
"26807","Sorbus x schinzii Duell","Schinz' Mehlbeere","Sorbus x schinzii","Duell","plant"
"5714","Sparganium angustifolium Michx.","Schmalblaettriger Igelkolben","Sparganium angustifolium","Michx.","plant"
"5715","Sparganium emersum Rehmann","Einfacher Igelkolben","Sparganium emersum","Rehmann","plant"
"5716","Sparganium erectum L. s. l.","Aufrechter Igelkolben","Sparganium erectum","L. s. l.","plant"
"5717","Sparganium erectum subsp. erectum L.","Gewoehnlicher Aufrechter Igelkolben","Sparganium erectum subsp. erectum","L.","plant"
"5718","Sparganium erectum subsp. microcarpum (Neuman) Domin","Kleinfruechtiger Igelkolben","Sparganium erectum subsp. microcarpum","(Neuman) Domin","plant"
"5719","Sparganium erectum subsp. neglectum (Beeby) K. Richt.","Unbeachteter Igelkolben","Sparganium erectum subsp. neglectum","(Beeby) K. Richt.","plant"
"24126","Sparganium natans L.","Zwerg-Igelkolben","Sparganium natans","L.","plant"
"5726","Spartina anglica C. E. Hubb.","Salz-Schlickgras","Spartina anglica","C. E. Hubb.","plant"
"5729","Spergula arvensis L.","Acker-Spark","Spergula arvensis","L.","plant"
"5731","Spergula morisonii Boreau","Fruehlings-Spark","Spergula morisonii","Boreau","plant"
"5732","Spergula pentandra L.","Fuenfmaenniger Spark","Spergula pentandra","L.","plant"
"5733","Spergularia echinosperma (Celak.) Asch. & Graebn.","Igelsamige Schuppenmiere","Spergularia echinosperma","(Celak.) Asch. & Graebn.","plant"
"5734","Spergularia media (L.) C. Presl","Fluegelsamige Schuppenmiere","Spergularia media","(L.) C. Presl","plant"
"5735","Spergularia rubra (L.) J. Presl & C. Presl","Rote Schuppenmiere","Spergularia rubra","(L.) J. Presl & C. Presl","plant"
"5736","Spergularia salina J. Presl & C. Presl","Salz-Schuppenmiere","Spergularia salina","J. Presl & C. Presl","plant"
"5737","Spergularia segetalis (L.) G. Don","Getreidemiere","Spergularia segetalis","(L.) G. Don","plant"
"50953","Sphaerocarpos texanus Austin","","","","moss"
"50954","Sphagnum affine Renauld & Cardot","","","","moss"
"50955","Sphagnum angustifolium (Russow) C.E.O. Jensen","","","","moss"
"50956","Sphagnum balticum (Russow) Russow ex C.E.O. Jensen","","","","moss"
"50957","Sphagnum capillifolium (Ehrh.) Hedw.","Halbkugelfoermiges Torfmoos","","","moss"
"50958","Sphagnum capillifolium (Ehrh.) Hedw. var. capillifolium","","","","moss"
"50959","Sphagnum capillifolium var. tenerum (Sull.) H.A. Crum","","","","moss"
"50960","Sphagnum centrale C.E.O. Jensen ex Arnell & C.E.O. Jensen","","","","moss"
"50961","Sphagnum compactum DC. ex Lam. & DC.","Dichtaestiges Torfmoos","","","moss"
"50962","Sphagnum contortum Schultz","","","","moss"
"50963","Sphagnum cuspidatum Ehrh. ex Hoffm.","Schmalblaettriges Torfmoos","","","moss"
"50964","Sphagnum denticulatum Brid.","Bogigastiges Torfmoos","","","moss"
"50965","Sphagnum denticulatum Brid. var. denticulatum","","","","moss"
"50966","Sphagnum denticulatum var. inundatum (Russow) Kartt.","","","","moss"
"50967","Sphagnum fallax (H. Klinggr.) H. Klinggr.","","","","moss"
"50968","Sphagnum fimbriatum Wilson ex Wilson & Hook. f.","Kleines fransiges Torfmoos","","","moss"
"50969","Sphagnum flexuosum Dozy & Molk.","","","","moss"
"50970","Sphagnum fuscum (Schimp.) H. Klinggr.","Braunes Torfmoos","","","moss"
"50971","Sphagnum girgensohnii Russow","","","","moss"
"50972","Sphagnum lindbergii Schimp. ex Lindb.","","","","moss"
"50973","Sphagnum magellanicum Brid.","","","","moss"
"50974","Sphagnum majus (Russow) C.E.O. Jensen","","","","moss"
"50975","Sphagnum molle Sull.","","","","moss"
"50976","Sphagnum obtusum Warnst.","","","","moss"
"50977","Sphagnum palustre L.","","","","moss"
"50978","Sphagnum papillosum Lindb.","Papilloeses Torfmoos","","","moss"
"50979","Sphagnum platyphyllum (Braithw.) Sull. ex Warnst.","","","","moss"
"50980","Sphagnum pulchrum (Braithw.) Warnst.","","","","moss"
"50981","Sphagnum quinquefarium (Braithw.) Warnst.","","","","moss"
"50982","Sphagnum riparium Ångstr.","","","","moss"
"50983","Sphagnum rubellum var. subtile (Russow) J.J. Amann","","","","moss"
"50984","Sphagnum rubellum Wilson","Rotes Torfmoos","","","moss"
"50985","Sphagnum rubellum Wilson var. rubellum","","","","moss"
"50986","Sphagnum russowii Warnst.","","","","moss"
"50987","Sphagnum squarrosum Crome","Grosses sparriges Torfmoos","","","moss"
"50988","Sphagnum strictum Sull.","","","","moss"
"50989","Sphagnum subnitens Russow & Warnst. ex Warnst.","","","","moss"
"50990","Sphagnum subsecundum Nees ex Sturm","","","","moss"
"50991","Sphagnum tenellum (Brid.) Bory","","","","moss"
"50992","Sphagnum teres (Schimp.) Ångstr. ex Hartm.","","","","moss"
"50993","Sphagnum warnstorfii Russow","","","","moss"
"6522","Spiraea alba Du Roi","Weisser Spierstrauch","Spiraea alba","Du Roi","plant"
"50121","Spiraea billardii Hérincq","Billards Spierstrauch","Spiraea billardii","Hérincq","plant"
"7043","Spiraea tomentosa L.","Filziger Spierstrauch","Spiraea tomentosa","L.","plant"
"5746","Spiranthes aestivalis (Poir.) Rich.","Sommer-Wendelaehre","Spiranthes aestivalis","(Poir.) Rich.","plant"
"5747","Spiranthes spiralis (L.) Chevall.","Herbst-Wendelaehre","Spiranthes spiralis","(L.) Chevall.","plant"
"5748","Spirodela polyrhiza (L.) Schleid.","Vielwurzelige Teichlinse","Spirodela polyrhiza","(L.) Schleid.","plant"
"50994","Splachnum ampullaceum Hedw.","Bauchiges Schirmmoos","","","moss"
"26625","Sporobolus cryptandrus (Torr.) A. Gray","Verstecktbluetiges Fallsamengras","Sporobolus cryptandrus","(Torr.) A. Gray","plant"
"5751","Stachys alpina L.","Alpen-Ziest","Stachys alpina","L.","plant"
"5752","Stachys annua (L.) L.","Einjaehriger Ziest","Stachys annua","(L.) L.","plant"
"5754","Stachys arvensis (L.) L.","Acker-Ziest","Stachys arvensis","(L.) L.","plant"
"5757","Stachys germanica L.","Deutscher Ziest","Stachys germanica","L.","plant"
"5760","Stachys palustris L.","Sumpf-Ziest","Stachys palustris","L.","plant"
"5764","Stachys recta L.","Aufrechter Ziest","Stachys recta","L.","plant"
"5766","Stachys sylvatica L.","Wald-Ziest","Stachys sylvatica","L.","plant"
"5768","Staphylea pinnata L.","Pimpernuss","Staphylea pinnata","L.","plant"
"50995","Stegonia latifolia (Schwaegr.) Venturi ex Broth.","Zwiebelmoos","","","moss"
"5769","Stellaria alsine Grimm","Bach-Sternmiere","Stellaria alsine","Grimm","plant"
"24917","Stellaria aquatica (L.) Scop.","Wasserdarm","Stellaria aquatica","(L.) Scop.","plant"
"5770","Stellaria crassifolia Ehrh.","Dickblaettrige Sternmiere","Stellaria crassifolia","Ehrh.","plant"
"5771","Stellaria graminea L.","Gras-Sternmiere","Stellaria graminea","L.","plant"
"5772","Stellaria holostea L.","Grosse Sternmiere","Stellaria holostea","L.","plant"
"5773","Stellaria longifolia H. L. Muehl. ex Willd.","Langblaettrige Sternmiere","Stellaria longifolia","H. L. Muehl. ex Willd.","plant"
"5774","Stellaria media agg.","Artengruppe Vogelmiere","Stellaria media agg.","","plant"
"5776","Stellaria neglecta Weihe","Grossbluetige Vogelmiere","Stellaria neglecta","Weihe","plant"
"5778","Stellaria nemorum L. s. l.","Hain-Sternmiere","Stellaria nemorum","L. s. l.","plant"
"7414","Stellaria nemorum subsp. montana (Pierrat) Berher","Berg-Hainsternmiere","Stellaria nemorum subsp. montana","(Pierrat) Berher","plant"
"5780","Stellaria nemorum subsp. nemorum L.","Gewoehnliche Hain-Sternmiere","Stellaria nemorum subsp. nemorum","L.","plant"
"5777","Stellaria pallida (Dumort.) Crépin","Bleiche Vogelmiere","Stellaria pallida","(Dumort.) Crépin","plant"
"11573","Stellaria palustris Ehrh. ex Hoffm.","Sumpf-Sternmiere","Stellaria palustris","Ehrh. ex Hoffm.","plant"
"26501","Stipa borysthenica Klokov ex Prokudin","Sand-Federgras","Stipa borysthenica","Klokov ex Prokudin","plant"
"26626","Stipa borysthenica subsp. borysthenica Klokov ex Prokudin","Gewoehnliches Sand-Federgras","Stipa borysthenica subsp. borysthenica","Klokov ex Prokudin","plant"
"7811","Stipa borysthenica subsp. germanica (Endtm.) Martinovsky & Rauschert","Deutsches Sand-Federgras","Stipa borysthenica subsp. germanica","(Endtm.) Martinovsky & Rauschert","plant"
"24197","Stipa calamagrostis (L.) Wahlenb.","Alpen-Raugras","Stipa calamagrostis","(L.) Wahlenb.","plant"
