"Number","SpeciesName","VenacularName","TaxonName","TaxonAuthor","TaxonType"
"3403","Lilium martagon L.","Tuerkenbund","Lilium martagon","L.","plant"
"3404","Limodorum abortivum (L.) Sw.","Violetter Dingel","Limodorum abortivum","(L.) Sw.","plant"
"3411","Limonium vulgare Mill.","Gewoehnlicher Strandflieder","Limonium vulgare","Mill.","plant"
"3414","Limosella aquatica L.","Schlammling","Limosella aquatica","L.","plant"
"3415","Linaria alpina (L.) Mill.","Alpen-Leinkraut","Linaria alpina","(L.) Mill.","plant"
"3416","Linaria arvensis (L.) Desf.","Acker-Leinkraut","Linaria arvensis","(L.) Desf.","plant"
"3419","Linaria dalmatica (L.) Mill.","Dalmatiner Leinkraut","Linaria dalmatica","(L.) Mill.","plant"
"3420","Linaria genistifolia (L.) Mill. s. str.","Ginster-Leinkraut","Linaria genistifolia","(L.) Mill. s. str.","plant"
"3418","Linaria genistifolia agg.","Artengruppe Ginster-Leinkraut","Linaria genistifolia agg.","","plant"
"3423","Linaria repens (L.) Mill. sensu Willd. 1809","Gestreiftes Leinkraut","Linaria repens","(L.) Mill. sensu Willd. 1809","plant"
"3433","Linaria vulgaris Mill.","Gewoehnliches Leinkraut","Linaria vulgaris","Mill.","plant"
"3434","Lindernia dubia (L.) Pennell","Grosses Buechsenkraut","Lindernia dubia","(L.) Pennell","plant"
"3435","Lindernia procumbens (Krock.) Borbás","Liegendes Buechsenkraut","Lindernia procumbens","(Krock.) Borbás","plant"
"3436","Linnaea borealis L.","Moosgloeckchen","Linnaea borealis","L.","plant"
"25407","Linum alpinum Jacq.","Alpen-Lein","Linum alpinum","Jacq.","plant"
"3455","Linum austriacum L.","Oesterreichischer Lein","Linum austriacum","L.","plant"
"3441","Linum catharticum L.","Purgier-Lein","Linum catharticum","L.","plant"
"3447","Linum flavum L.","Gelber Lein","Linum flavum","L.","plant"
"3458","Linum leonii F. W. Schultz","Lothringer Lein","Linum leonii","F. W. Schultz","plant"
"26993","Linum perenne L. s. str.","Ausdauernder Lein","Linum perenne","L. s. str.","plant"
"3468","Linum tenuifolium L.","Schmalblaettriger Lein","Linum tenuifolium","L.","plant"
"3471","Linum viscosum L.","Klebriger Lein","Linum viscosum","L.","plant"
"3472","Liparis loeselii (L.) Rich.","Sumpf-Glanzkraut","Liparis loeselii","(L.) Rich.","plant"
"3473","Listera cordata (L.) R. Br.","Kleines Zweiblatt","Listera cordata","(L.) R. Br.","plant"
"3474","Listera ovata (L.) R. Br.","Grosses Zweiblatt","Listera ovata","(L.) R. Br.","plant"
"3475","Lithospermum arvense L. s. l.","Acker-Steinsame","Lithospermum arvense","L. s. l.","plant"
"20860","Lithospermum arvense subsp. arvense L.","Gewoehnlicher Acker-Steinsame","Lithospermum arvense subsp. arvense","L.","plant"
"6669","Lithospermum arvense subsp. sibthorpianum (Griseb.) Stoj. & Stef.","Blaeulicher Acker-Steinsame","Lithospermum arvense subsp. sibthorpianum","(Griseb.) Stoj. & Stef.","plant"
"3476","Lithospermum officinale L.","Echter Steinsame","Lithospermum officinale","L.","plant"
"3477","Lithospermum purpurocaeruleum L.","Blauroter Steinsame","Lithospermum purpurocaeruleum","L.","plant"
"3478","Littorella uniflora (L.) Asch.","Strandling","Littorella uniflora","(L.) Asch.","plant"
"3479","Lloydia serotina (L.) Rchb.","Spaete Faltenlilie","Lloydia serotina","(L.) Rchb.","plant"
"3480","Lobelia dortmanna L.","Wasser-Lobelie","Lobelia dortmanna","L.","plant"
"3482","Loiseleuria procumbens (L.) Desv.","Alpenazalee","Loiseleuria procumbens","(L.) Desv.","plant"
"3484","Lolium multiflorum Lam.","Vielbluetiges Weidelgras","Lolium multiflorum","Lam.","plant"
"3485","Lolium perenne L.","Ausdauerndes Weidelgras","Lolium perenne","L.","plant"
"3489","Lolium remotum Schrank","Lein-Lolch","Lolium remotum","Schrank","plant"
"3490","Lolium temulentum L.","Taumel-Lolch","Lolium temulentum","L.","plant"
"3491","Lomatogonium carinthiacum (Wulfen) Rchb.","Tauernbluemchen","Lomatogonium carinthiacum","(Wulfen) Rchb.","plant"
"3492","Lonicera alpigena L.","Alpen-Heckenkirsche","Lonicera alpigena","L.","plant"
"3493","Lonicera caerulea L.","Blaue Heckenkirsche","Lonicera caerulea","L.","plant"
"3494","Lonicera caprifolium L.","Wohlriechendes Geissblatt","Lonicera caprifolium","L.","plant"
"3498","Lonicera nigra L.","Schwarze Heckenkirsche","Lonicera nigra","L.","plant"
"3499","Lonicera periclymenum L.","Wald-Geissblatt","Lonicera periclymenum","L.","plant"
"3500","Lonicera xylosteum L.","Rote Heckenkirsche","Lonicera xylosteum","L.","plant"
"50620","Lophocolea bidentata (L.) Dumort.","","","","moss"
"50621","Lophocolea bidentata (L.) Dumort. var. bidentata","","","","moss"
"50622","Lophocolea bidentata var. rivularis (Raddi) Schiffn.","","","","moss"
"50623","Lophocolea heterophylla (Schrad.) Dumort.","Verschiedenblaettriges Kammkelchmoos","","","moss"
"50624","Lophocolea minor Nees","Kleines Kammkelchmoos","","","moss"
"50625","Lophozia badensis (Gottsche) Schiffn.","","","","moss"
"50626","Lophozia bantriensis (Hook.) Steph.","","","","moss"
"50627","Lophozia bicrenata (Hoffm.) Dumort.","","","","moss"
"50628","Lophozia capitata (Hook.) Macoun","Kopfiges Spitzmoos","","","moss"
"50629","Lophozia capitata (Hook.) Macoun ssp. capitata","","","","moss"
"50630","Lophozia capitata ssp. laxa (Lindb.) Bisang","","","","moss"
"50631","Lophozia collaris (Nees) Dumort.","","","","moss"
"50632","Lophozia excisa (Dicks.) Dumort.","","","","moss"
"50633","Lophozia heterocolpos (Hartm.) M. Howe","","","","moss"
"50634","Lophozia heterocolpos (Hartm.) M. Howe var. heterocolpos","","","","moss"
"50635","Lophozia incisa (Schrad.) Dumort.","Dorniges Spitzmoos","","","moss"
"50636","Lophozia incisa (Schrad.) Dumort. ssp. incisa","","","","moss"
"50637","Lophozia longidens (Lindb.) Macoun","","","","moss"
"50638","Lophozia longidens (Lindb.) Macoun ssp. longidens","","","","moss"
"50639","Lophozia longiflora (Nees) Schiffn.","","","","moss"
"50640","Lophozia obtusa (Lindb.) A. Evans","","","","moss"
"50641","Lophozia perssonii H. Buch & S.W. Arnell","","","","moss"
"50642","Lophozia rutheana (Limpr.) M. Howe","","","","moss"
"50643","Lophozia sudetica (Huebener) Grolle","","","","moss"
"50644","Lophozia ventricosa (Dicks.) Dumort.","","","","moss"
"50645","Lophozia ventricosa (Dicks.) Dumort. var. ventricosa","","","","moss"
"50646","Lophozia ventricosa var. longiflora auct. non (Nees) Macoun","","","","moss"
"50647","Lophozia ventricosa var. silvicola (H. Buch) E.W. Jones","","","","moss"
"50648","Lophozia wenzelii (Nees) Steph.","","","","moss"
"50649","Lophozia wenzelii (Nees) Steph. var. wenzelii","","","","moss"
"3503","Loranthus europaeus Jacq.","Eichenmistel","Loranthus europaeus","Jacq.","plant"
"3506","Lotus alpinus (DC.) Ramond","Alpen-Hornklee","Lotus alpinus","(DC.) Ramond","plant"
"3508","Lotus corniculatus L.","Gewoehnlicher Hornklee","Lotus corniculatus","L.","plant"
"22517","Lotus pedunculatus Cav.","Sumpf-Hornklee","Lotus pedunculatus","Cav.","plant"
"3510","Lotus tenuis Waldst. & Kit. ex Willd.","Schmalblaettriger Hornklee","Lotus tenuis","Waldst. & Kit. ex Willd.","plant"
"3517","Ludwigia palustris (L.) Elliot","Sumpf-Heusenkraut","Ludwigia palustris","(L.) Elliot","plant"
"3519","Lunaria rediviva L.","Wildes Silberblatt","Lunaria rediviva","L.","plant"
"50650","Lunularia cruciata (L.) Dumort. ex Lindb.","Mondbechermoos","","","moss"
"3524","Lupinus polyphyllus Lindl.","Vielblaettrige Lupine","Lupinus polyphyllus","Lindl.","plant"
"3525","Luronium natans (L.) Raf.","Froschkraut","Luronium natans","(L.) Raf.","plant"
"22600","Luzula alpina Hoppe","Alpen-Hainsimse","Luzula alpina","Hoppe","plant"
"3528","Luzula alpinopilosa (Chaix) Breistr.","Braune Hainsimse","Luzula alpinopilosa","(Chaix) Breistr.","plant"
"3531","Luzula campestris (L.) DC.","Feld-Hainsimse","Luzula campestris","(L.) DC.","plant"
"22528","Luzula congesta (Thuill.) Lej.","Kopfige Hainsimse","Luzula congesta","(Thuill.) Lej.","plant"
"3529","Luzula desvauxii Kunth","Pyrenaeen-Hainsimse","Luzula desvauxii","Kunth","plant"
"7199","Luzula divulgata Kirschner","Schlanke Feld-Hainsimse","Luzula divulgata","Kirschner","plant"
"3537","Luzula forsteri (Sm.) DC.","Forsters Hainsimse","Luzula forsteri","(Sm.) DC.","plant"
"3538","Luzula glabrata (Hoppe) Desv.","Kahle Hainsimse","Luzula glabrata","(Hoppe) Desv.","plant"
"3540","Luzula luzulina (Vill.) Dalla Torre & Sarnth.","Gelbliche Hainsimse","Luzula luzulina","(Vill.) Dalla Torre & Sarnth.","plant"
"3541","Luzula luzuloides (Lam.) Dandy & Wilm.","Weissliche Hainsimse","Luzula luzuloides","(Lam.) Dandy & Wilm.","plant"
"11817","Luzula multiflora (Ehrh.) Lej. s. str.","Vielbluetige Hainsimse","Luzula multiflora","(Ehrh.) Lej. s. str.","plant"
"3542","Luzula nivea (L.) DC.","Schnee-Hainsimse","Luzula nivea","(L.) DC.","plant"
"7109","Luzula pallidula Kirschner","Bleiche Hainsimse","Luzula pallidula","Kirschner","plant"
"3545","Luzula pilosa (L.) Willd.","Behaarte Hainsimse","Luzula pilosa","(L.) Willd.","plant"
"3546","Luzula spicata (L.) DC.","Aehren-Hainsimse","Luzula spicata","(L.) DC.","plant"
"3536","Luzula sudetica (Willd.) Schult.","Sudeten-Hainsimse","Luzula sudetica","(Willd.) Schult.","plant"
"3547","Luzula sylvatica (Huds.) Gaudin s. l.","Wald-Hainsimse","Luzula sylvatica","(Huds.) Gaudin s. l.","plant"
"3548","Luzula sylvatica subsp. sieberi (Tausch) Cif. & Giacom.","Siebers Wald-Hainsimse","Luzula sylvatica subsp. sieberi","(Tausch) Cif. & Giacom.","plant"
"3549","Luzula sylvatica subsp. sylvatica (Huds.) Gaudin","Gewoehnliche Wald-Hainsimse","Luzula sylvatica subsp. sylvatica","(Huds.) Gaudin","plant"
"3555","Lycium barbarum L.","Bocksdorn","Lycium barbarum","L.","plant"
"3559","Lycopodiella inundata (L.) Holub","Sumpf-Baerlapp","Lycopodiella inundata","(L.) Holub","plant"
"3560","Lycopodium annotinum L.","Sprossender Baerlapp","Lycopodium annotinum","L.","plant"
"3561","Lycopodium clavatum L.","Keulen-Baerlapp","Lycopodium clavatum","L.","plant"
"3562","Lycopus europaeus L.","Ufer-Wolfstrapp","Lycopus europaeus","L.","plant"
"3565","Lycopus exaltatus Ehrh.","Hoher Wolfstrapp","Lycopus exaltatus","Ehrh.","plant"
"3566","Lysimachia nemorum L.","Hain-Gilbweiderich","Lysimachia nemorum","L.","plant"
"3567","Lysimachia nummularia L.","Pfennigkraut","Lysimachia nummularia","L.","plant"
"3568","Lysimachia punctata L.","Punktierter Gilbweiderich","Lysimachia punctata","L.","plant"
"3569","Lysimachia thyrsiflora L.","Straussbluetiger Gilbweiderich","Lysimachia thyrsiflora","L.","plant"
"3570","Lysimachia vulgaris L.","Gewoehnlicher Gilbweiderich","Lysimachia vulgaris","L.","plant"
"3571","Lythrum hyssopifolia L.","Ysopblaettriger Weiderich","Lythrum hyssopifolia","L.","plant"
"3572","Lythrum salicaria L.","Blut-Weiderich","Lythrum salicaria","L.","plant"
"3576","Mahonia aquifolium (Pursh) Nutt.","Gewoehnliche Mahonie","Mahonia aquifolium","(Pursh) Nutt.","plant"
"3577","Maianthemum bifolium (L.) F. W. Schmidt","Schattenbluemchen","Maianthemum bifolium","(L.) F. W. Schmidt","plant"
"3578","Malaxis monophyllos (L.) Sw.","Einblattorchis","Malaxis monophyllos","(L.) Sw.","plant"
"6853","Malus domestica Borkh.","Garten-Apfel","Malus domestica","Borkh.","plant"
"3582","Malus sylvestris (L.) Mill.","Holz-Apfel","Malus sylvestris","(L.) Mill.","plant"
"3583","Malva alcea L.","Rosen-Malve","Malva alcea","L.","plant"
"3584","Malva moschata L.","Moschus-Malve","Malva moschata","L.","plant"
"3585","Malva neglecta Wallr.","Weg-Malve","Malva neglecta","Wallr.","plant"
"3588","Malva pusilla Sm.","Kleinbluetige Malve","Malva pusilla","Sm.","plant"
"3589","Malva sylvestris L.","Wilde Malve","Malva sylvestris","L.","plant"
"50651","Mannia fragrans (Balb.) Frye & L. Clark","","","","moss"
"50652","Marchantia polymorpha L.","Brunnenlebermoos","","","moss"
"50653","Marchantia polymorpha L. ssp. polymorpha","","","","moss"
"50654","Marchantia polymorpha ssp. ruderalis Bischl. & Boiss.-Dub.","","","","moss"
"3593","Marrubium peregrinum L.","Ungarischer Andorn","Marrubium peregrinum","L.","plant"
"3594","Marrubium vulgare L.","Gewoehnlicher Andorn","Marrubium vulgare","L.","plant"
"3595","Marsilea quadrifolia L.","Kleefarn","Marsilea quadrifolia","L.","plant"
"50655","Marsupella boeckii (Austin) Lindb. ex Kaal.","","","","moss"
"50656","Marsupella emarginata (Ehrh.) Dumort.","Flachrandiges Geldbeutelmoos","","","moss"
"50657","Marsupella emarginata (Ehrh.) Dumort. var. emarginata","","","","moss"
"50658","Marsupella emarginata var. aquatica (Lindenb.) Dumort.","","","","moss"
"50659","Marsupella funckii (F. Weber & D. Mohr) Dumort.","","","","moss"
"50660","Marsupella funckii (F. Weber & D. Mohr) Dumort. var. funckii","","","","moss"
"50661","Marsupella sprucei (Limpr.) Bernet","","","","moss"
"3597","Matricaria discoidea DC.","Strahlenlose Kamille","Matricaria discoidea","DC.","plant"
"21248","Matricaria recutita L.","Echte Kamille","Matricaria recutita","L.","plant"
"3598","Matteuccia struthiopteris (L.) Tod.","Straussenfarn","Matteuccia struthiopteris","(L.) Tod.","plant"
"3617","Medicago falcata L. s. str.","Sichelklee","Medicago falcata","L. s. str.","plant"
"3608","Medicago lupulina L.","Hopfenklee","Medicago lupulina","L.","plant"
"3610","Medicago minima (L.) L.","Zwerg-Schneckenklee","Medicago minima","(L.) L.","plant"
"3620","Medicago x varia Martyn","Bastard-Luzerne","Medicago x varia","Martyn","plant"
"50662","Meesia longiseta Hedw.","","","","moss"
"50663","Meesia triquetra (Richt.) Ångstr.","Bruchmoos","","","moss"
"50664","Meesia uliginosa Hedw.","","","","moss"
"3623","Melampyrum arvense L.","Acker-Wachtelweizen","Melampyrum arvense","L.","plant"
"3628","Melampyrum cristatum L.","Kamm-Wachtelweizen","Melampyrum cristatum","L.","plant"
"3633","Melampyrum nemorosum L.","Hain-Wachtelweizen","Melampyrum nemorosum","L.","plant"
"3638","Melampyrum pratense L.","Wiesen-Wachtelweizen","Melampyrum pratense","L.","plant"
"3641","Melampyrum sylvaticum L.","Wald-Wachtelweizen","Melampyrum sylvaticum","L.","plant"
"3644","Melica ciliata L.","Wimper-Perlgras","Melica ciliata","L.","plant"
"3650","Melica nutans L.","Nickendes Perlgras","Melica nutans","L.","plant"
"3651","Melica picta K. Koch","Buntes Perlgras","Melica picta","K. Koch","plant"
"3646","Melica transsilvanica Schur","Siebenbuergisches Perlgras","Melica transsilvanica","Schur","plant"
"3652","Melica uniflora Retz.","Einbluetiges Perlgras","Melica uniflora","Retz.","plant"
"50063","Melica x thuringiaca Rauschert","Thueringer Wimper-Perlgras","Melica x thuringiaca","Rauschert","plant"
"3653","Melilotus albus Medik.","Weisser Steinklee","Melilotus albus","Medik.","plant"
"3654","Melilotus altissimus Thuill.","Hoher Steinklee","Melilotus altissimus","Thuill.","plant"
"3655","Melilotus dentatus (Waldst. & Kit.) Pers.","Gezaehnter Steinklee","Melilotus dentatus","(Waldst. & Kit.) Pers.","plant"
"3660","Melilotus officinalis (L.) Lam.","Gewoehnlicher Steinklee","Melilotus officinalis","(L.) Lam.","plant"
"3663","Melittis melissophyllum L.","Immenblatt","Melittis melissophyllum","L.","plant"
"3666","Mentha aquatica L.","Wasser-Minze","Mentha aquatica","L.","plant"
"3667","Mentha arvensis L.","Acker-Minze","Mentha arvensis","L.","plant"
"3677","Mentha longifolia (L.) Huds.","Ross-Minze","Mentha longifolia","(L.) Huds.","plant"
"3674","Mentha pulegium L.","Polei-Minze","Mentha pulegium","L.","plant"
"3679","Mentha spicata L.","Gruene Minze","Mentha spicata","L.","plant"
"3680","Mentha suaveolens Ehrh.","Rundblaettrige Minze","Mentha suaveolens","Ehrh.","plant"
"3688","Mentha x verticillata L. s. str.","Quirl-Minze","Mentha x verticillata","L. s. str.","plant"
"3681","Mentha x villosa Huds.","Hain-Minze","Mentha x villosa","Huds.","plant"
"3689","Menyanthes trifoliata L.","Fieberklee","Menyanthes trifoliata","L.","plant"
"3690","Mercurialis annua L.","Einjaehriges Bingelkraut","Mercurialis annua","L.","plant"
"3692","Mercurialis ovata Sternb. & Hoppe","Eiblaettriges Bingelkraut","Mercurialis ovata","Sternb. & Hoppe","plant"
"3694","Mercurialis perennis L.","Wald-Bingelkraut","Mercurialis perennis","L.","plant"
"3695","Mespilus germanica L.","Echte Mispel","Mespilus germanica","L.","plant"
"50665","Metzgeria conjugata Lindb.","Grosses Igelhaubenmoos","","","moss"
"50666","Metzgeria conjugata Lindb. ssp. conjugata","","","","moss"
"50667","Metzgeria conjugata ssp. simplex (Lorb.) R.M. Schust.","","","","moss"
"50668","Metzgeria fruticulosa (Dicks.) A. Evans","","","","moss"
"50669","Metzgeria furcata (L.) Dumort.","","","","moss"
"3696","Meum athamanticum Jacq.","Baerwurz","Meum athamanticum","Jacq.","plant"
"3697","Mibora minima (L.) Desv.","Zwerggras","Mibora minima","(L.) Desv.","plant"
"50670","Micromitrium tenerum (Bruch & Schimp.) Crosby","","","","moss"
"22663","Micropyrum tenellum (L.) Link","Kies-Duennschwingel","Micropyrum tenellum","(L.) Link","plant"
"3705","Milium effusum L.","Flattergras","Milium effusum","L.","plant"
"3707","Mimulus guttatus DC.","Gelbe Gauklerblume","Mimulus guttatus","DC.","plant"
"3708","Mimulus moschatus Douglas ex Lindl.","Moschus-Gauklerblume","Mimulus moschatus","Douglas ex Lindl.","plant"
"3709","Minuartia austriaca (Jacq.) Hayek","Oesterreichische Miere","Minuartia austriaca","(Jacq.) Hayek","plant"
"3712","Minuartia cherlerioides (Hoppe) Bech.","Polster-Miere","Minuartia cherlerioides","(Hoppe) Bech.","plant"
"3720","Minuartia hybrida (Vill.) Schischk.","Schmalblaettrige Miere","Minuartia hybrida","(Vill.) Schischk.","plant"
"22674","Minuartia rubra (Scop.) McNeill","Bueschel-Miere","Minuartia rubra","(Scop.) McNeill","plant"
"3729","Minuartia rupestris (Scop.) Schinz & Thell.","Felsen-Miere","Minuartia rupestris","(Scop.) Schinz & Thell.","plant"
"3730","Minuartia sedoides (L.) Hiern","Zwerg-Miere","Minuartia sedoides","(L.) Hiern","plant"
"3731","Minuartia setacea (Thuill.) Hayek","Borsten-Miere","Minuartia setacea","(Thuill.) Hayek","plant"
"3734","Minuartia stricta (Sw.) Hiern","Steife Miere","Minuartia stricta","(Sw.) Hiern","plant"
"26607","Minuartia verna (L.) Hiern s. l.","Fruehlings-Miere","Minuartia verna","(L.) Hiern s. l.","plant"
"22675","Minuartia verna subsp. gerardii (Willd.) Graebn.","Alpen-Fruehlingsmiere","Minuartia verna subsp. gerardii","(Willd.) Graebn.","plant"
"6499","Minuartia verna subsp. hercynica (Willk.) O. Schwarz","Galmei-Fruehlingsmiere","Minuartia verna subsp. hercynica","(Willk.) O. Schwarz","plant"
"22676","Minuartia verna subsp. verna (L.) Hiern","Gewoehnliche Fruehlings-Miere","Minuartia verna subsp. verna","(L.) Hiern","plant"
"3739","Minuartia viscosa (Schreb.) Schinz & Thell.","Klebrige Miere","Minuartia viscosa","(Schreb.) Schinz & Thell.","plant"
"3740","Misopates orontium (L.) Raf.","Acker-Loewenmaul","Misopates orontium","(L.) Raf.","plant"
"50671","Mnium ambiguum H. Muell.","","","","moss"
"50672","Mnium hornum Hedw.","Schwanenhals-Sternmoos","","","moss"
"50673","Mnium marginatum (Dicks.) Brid. & P. Beauv.","Saum-Sternmoos","","","moss"
"50674","Mnium stellare Hedw.","","","","moss"
"50675","Mnium thomsonii Schimp.","","","","moss"
"3744","Moehringia ciliata (Scop.) Dalla Torre","Gewimperte Nabelmiere","Moehringia ciliata","(Scop.) Dalla Torre","plant"
"3749","Moehringia muscosa L.","Moos-Nabelmiere","Moehringia muscosa","L.","plant"
"3752","Moehringia trinervia (L.) Clairv.","Dreinervige Nabelmiere","Moehringia trinervia","(L.) Clairv.","plant"
"3754","Moenchia erecta (L.) P. Gaertn., B. Mey. & Scherb.","Aufrechte Weissmiere","Moenchia erecta","(L.) P. Gaertn., B. Mey. & Scherb.","plant"
"50676","Moerckia hibernica (Hook.) Gottsche","","","","moss"
"3757","Molinia arundinacea Schrank","Rohr-Pfeifengras","Molinia arundinacea","Schrank","plant"
"3758","Molinia caerulea (L.) Moench s. str.","Gewoehnliches Pfeifengras","Molinia caerulea","(L.) Moench s. str.","plant"
"3761","Moneses uniflora (L.) A. Gray","Einbluetiges Wintergruen","Moneses uniflora","(L.) A. Gray","plant"
"3763","Monotropa hypophegea Wallr.","Buchenspargel","Monotropa hypophegea","Wallr.","plant"
"3762","Monotropa hypopitys agg.","Artengruppe Fichtenspargel","Monotropa hypopitys agg.","","plant"
"3765","Montia fontana L. s. l.","Bach-Quellkraut","Montia fontana","L. s. l.","plant"
"3766","Montia fontana subsp. amporitana Sennen","Mittleres Bach-Quellkraut","Montia fontana subsp. amporitana","Sennen","plant"
"3767","Montia fontana subsp. chondrosperma (Fenzl) Walters","Acker-Quellkraut","Montia fontana subsp. chondrosperma","(Fenzl) Walters","plant"
"3768","Montia fontana subsp. fontana L.","Glanzsamiges Bach-Quellkraut","Montia fontana subsp. fontana","L.","plant"
"3769","Montia fontana subsp. variabilis Walters","Veraenderliches Bach-Quellkraut","Montia fontana subsp. variabilis","Walters","plant"
"3775","Muscari botryoides (L.) Mill.","Kleine Traubenhyazinthe","Muscari botryoides","(L.) Mill.","plant"
"3776","Muscari comosum (L.) Mill.","Schopfige Traubenhyazinthe","Muscari comosum","(L.) Mill.","plant"
"22715","Muscari neglectum Guss. ex Ten.","Weinbergs-Traubenhyazinthe","Muscari neglectum","Guss. ex Ten.","plant"
"3778","Muscari tenuiflorum Tausch","Schmalbluetige Traubenhyazinthe","Muscari tenuiflorum","Tausch","plant"
"3780","Myagrum perfoliatum L.","Hohldotter","Myagrum perfoliatum","L.","plant"
"3781","Mycelis muralis (L.) Dumort.","Mauerlattich","Mycelis muralis","(L.) Dumort.","plant"
"50677","Mylia anomala (Hook.) Gray","Glattes Mylia-Moos","","","moss"
"3794","Myosotis alpestris F. W. Schmidt","Alpen-Vergissmeinnicht","Myosotis alpestris","F. W. Schmidt","plant"
"3782","Myosotis arvensis (L.) Hill","Acker-Vergissmeinnicht","Myosotis arvensis","(L.) Hill","plant"
"3795","Myosotis decumbens Host","Niederliegendes Vergissmeinnicht","Myosotis decumbens","Host","plant"
"3785","Myosotis discolor Pers.","Buntes Vergissmeinnicht","Myosotis discolor","Pers.","plant"
"6500","Myosotis laxa Lehm.","Rasen-Vergissmeinnicht","Myosotis laxa","Lehm.","plant"
"3789","Myosotis nemorosa Besser","Hain-Vergissmeinnicht","Myosotis nemorosa","Besser","plant"
"3792","Myosotis ramosissima Rochel ex Schult.","Huegel-Vergissmeinnicht","Myosotis ramosissima","Rochel ex Schult.","plant"
"3790","Myosotis rehsteineri Wartm.","Bodensee-Vergissmeinnicht","Myosotis rehsteineri","Wartm.","plant"
"20051","Myosotis scorpioides agg.","Artengruppe Sumpf-Vergissmeinnicht","Myosotis scorpioides agg.","","plant"
"3791","Myosotis scorpioides L.","Sumpf-Vergissmeinnicht","Myosotis scorpioides","L.","plant"
"11825","Myosotis scorpioides subsp. praecox (Huelph.) Dickoré","Grossbluetiges Sumpf-Vergissmeinicht","Myosotis scorpioides subsp. praecox","(Huelph.) Dickoré","plant"
"12104","Myosotis scorpioides subsp. scorpioides L.","Gewoehnliches Sumpf-Vergissmeinicht","Myosotis scorpioides subsp. scorpioides","L.","plant"
"3803","Myosotis sparsiflora J. C. Mikan ex Pohl","Zerstreutbluetiges Vergissmeinnicht","Myosotis sparsiflora","J. C. Mikan ex Pohl","plant"
"3804","Myosotis stricta Link ex Roem. & Schult.","Sand-Vergissmeinnicht","Myosotis stricta","Link ex Roem. & Schult.","plant"
"3802","Myosotis sylvatica Ehrh. ex Hoffm.","Wald-Vergissmeinnicht","Myosotis sylvatica","Ehrh. ex Hoffm.","plant"
"3806","Myosurus minimus L.","Maeuseschwaenzchen","Myosurus minimus","L.","plant"
"3807","Myrica gale L.","Gagelstrauch","Myrica gale","L.","plant"
"3808","Myricaria germanica (L.) Desv.","Deutsche Tamariske","Myricaria germanica","(L.) Desv.","plant"
"3809","Myriophyllum alterniflorum DC.","Wechselbluetiges Tausendblatt","Myriophyllum alterniflorum","DC.","plant"
"3810","Myriophyllum heterophyllum Michx.","Verschiedenblaettriges Tausendblatt","Myriophyllum heterophyllum","Michx.","plant"
"3811","Myriophyllum spicatum L.","Aehriges Tausendblatt","Myriophyllum spicatum","L.","plant"
"3812","Myriophyllum verticillatum L.","Quirliges Tausendblatt","Myriophyllum verticillatum","L.","plant"
"3813","Myrrhis odorata (L.) Scop.","Suessdolde","Myrrhis odorata","(L.) Scop.","plant"
"3816","Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt","Biegsames Nixenkraut","Najas flexilis","(Willd.) Rostk. & W. L. E. Schmidt","plant"
"3819","Najas marina L. s. l.","Grosses Nixenkraut","Najas marina","L. s. l.","plant"
"7197","Najas marina subsp. intermedia (Wolfg. ex Gorski) Casper","Mittleres Nixenkraut","Najas marina subsp. intermedia","(Wolfg. ex Gorski) Casper","plant"
"7196","Najas marina subsp. marina L.","Grosses Nixenkraut i.e.S.","Najas marina subsp. marina","L.","plant"
"3820","Najas minor All.","Kleines Nixenkraut","Najas minor","All.","plant"
"3825","Narcissus poeticus L. s. str.","Dichter-Narzisse","Narcissus poeticus","L. s. str.","plant"
"3828","Narcissus pseudonarcissus L.","Gelbe Narzisse","Narcissus pseudonarcissus","L.","plant"
"3826","Narcissus radiiflorus Salisb.","Stern-Narzisse","Narcissus radiiflorus","Salisb.","plant"
"50678","Nardia compressa (Hook.) Gray","Mantelmoos","","","moss"
"50679","Nardia geoscyphus (De Not.) Lindb.","","","","moss"
"50680","Nardia scalaris Gray","","","","moss"
"3832","Nardus stricta L.","Borstgras","Nardus stricta","L.","plant"
"3833","Narthecium ossifragum (L.) Huds.","Beinbrech","Narthecium ossifragum","(L.) Huds.","plant"
"3835","Nasturtium microphyllum Boenn. ex Rchb.","Kleinblaettrige Brunnenkresse","Nasturtium microphyllum","Boenn. ex Rchb.","plant"
"3836","Nasturtium officinale R. Br.","Echte Brunnenkresse","Nasturtium officinale","R. Br.","plant"
"50681","Neckera complanata (Hedw.) Huebener","","","","moss"
"50682","Neckera crispa Hedw.","Gewelltes Neckermoos","","","moss"
"50683","Neckera pennata Hedw.","","","","moss"
"50684","Neckera pumila Hedw.","","","","moss"
"3840","Neottia nidus-avis (L.) Rich.","Vogelnestwurz","Neottia nidus-avis","(L.) Rich.","plant"
"3841","Nepeta cataria L.","Gewoehnliche Katzenminze","Nepeta cataria","L.","plant"
"6888","Nepeta nuda L.","Pannonische Katzenminze","Nepeta nuda","L.","plant"
"3845","Neslia paniculata (L.) Desv. s. l.","Finkensame","Neslia paniculata","(L.) Desv. s. l.","plant"
"3849","Nigella arvensis L.","Acker-Schwarzkuemmel","Nigella arvensis","L.","plant"
